UNITID,INSTNM,INST_DISPLAYNM,CIPCODE,CIPDESC,CREDDESC,IPEDSCOUNT1,IPEDSCOUNT2,AWARDSTOTAL
176318,Rust College,,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,348,267,615
199582,Saint Augustine's University,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,0,27,27
199582,Saint Augustine's University,,4301,Criminal Justice and Corrections.,Bachelor's Degree,12,13,25
199582,Saint Augustine's University,,4201,"Psychology, General.",Bachelor's Degree,8,8,16
199582,Saint Augustine's University,,2601,"Biology, General.",Bachelor's Degree,6,5,11
199582,Saint Augustine's University,,1101,"Computer and Information Sciences, General.",Bachelor's Degree,7,2,9
199582,Saint Augustine's University,,5122,Public Health.,Bachelor's Degree,0,9,9
199582,Saint Augustine's University,,901,Communication and Media Studies.,Bachelor's Degree,4,2,6
199582,Saint Augustine's University,,4511,Sociology.,Bachelor's Degree,0,6,6
199582,Saint Augustine's University,,3802,Religion/Religious Studies.,Bachelor's Degree,3,2,5
199582,Saint Augustine's University,,5006,Film/Video and Photographic Arts.,Bachelor's Degree,0,5,5
199582,Saint Augustine's University,,1401,"Engineering, General.",Bachelor's Degree,3,1,4
199582,Saint Augustine's University,,2301,"English Language and Literature, General.",Bachelor's Degree,2,1,3
199582,Saint Augustine's University,,5007,Fine and Studio Arts.,Bachelor's Degree,0,3,3
199582,Saint Augustine's University,,4510,Political Science and Government.,Bachelor's Degree,0,1,1
199582,Saint Augustine's University,,5005,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,0,1,1
199582,Saint Augustine's University,,5009,Music.,Bachelor's Degree,0,1,1
199582,Saint Augustine's University,,5203,Accounting and Related Services.,Bachelor's Degree,0,1,1
199582,Saint Augustine's University,,3801,Philosophy.,Bachelor's Degree,7,8,15
140960,Savannah State University,,2601,"Biology, General.",Bachelor's Degree,41,59,100
140960,Savannah State University,,904,Journalism.,Bachelor's Degree,33,30,63
140960,Savannah State University,,4301,Criminal Justice and Corrections.,Bachelor's Degree,34,29,63
140960,Savannah State University,,3000,"Multi-/Interdisciplinary Studies, General.",Bachelor's Degree,28,15,43
140960,Savannah State University,,1512,Computer Engineering Technologies/Technicians.,Bachelor's Degree,19,21,40
140960,Savannah State University,,5214,Marketing.,Bachelor's Degree,22,17,39
140960,Savannah State University,,5203,Accounting and Related Services.,Bachelor's Degree,18,14,32
140960,Savannah State University,,4399,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",Bachelor's Degree,14,17,31
140960,Savannah State University,,1104,Information Science/Studies.,Bachelor's Degree,9,18,27
140960,Savannah State University,,2613,"Ecology, Evolution, Systematics, and Population Biology.",Bachelor's Degree,9,18,27
140960,Savannah State University,,4407,Social Work.,Bachelor's Degree,9,17,26
140960,Savannah State University,,4227,Research and Experimental Psychology.,Bachelor's Degree,10,15,25
140960,Savannah State University,,4304,Security Science and Technology.,Bachelor's Degree,9,15,24
140960,Savannah State University,,4511,Sociology.,Bachelor's Degree,12,11,23
140960,Savannah State University,,1503,Electrical/Electronic Engineering Technologies/Technicians.,Bachelor's Degree,8,11,19
140960,Savannah State University,,4510,Political Science and Government.,Bachelor's Degree,11,8,19
140960,Savannah State University,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,8,10,18
140960,Savannah State University,,5001,"Visual and Performing Arts, General.",Bachelor's Degree,8,9,17
140960,Savannah State University,,1502,Civil Engineering Technologies/Technicians.,Bachelor's Degree,9,5,14
140960,Savannah State University,,5211,International Business.,Bachelor's Degree,4,7,11
140960,Savannah State University,,2301,"English Language and Literature, General.",Bachelor's Degree,2,6,8
140960,Savannah State University,,4005,Chemistry.,Bachelor's Degree,4,3,7
140960,Savannah State University,,5401,History.,Bachelor's Degree,5,1,6
140960,Savannah State University,,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Bachelor's Degree,2,3,5
140960,Savannah State University,,2701,Mathematics.,Bachelor's Degree,3,2,5
140960,Savannah State University,,502,"Ethnic, Cultural Minority, Gender, and Group Studies.",Bachelor's Degree,3,1,4
140960,Savannah State University,,1508,Mechanical Engineering Related Technologies/Technicians.,Bachelor's Degree,1,2,3
140960,Savannah State University,,4006,Geological and Earth Sciences/Geosciences.,Bachelor's Degree,2,1,3
140960,Savannah State University,,5211,International Business.,Bachelor's Degree,3,2,5
102058,Selma University,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,2,1,3
102058,Selma University,,5100,"Health Services/Allied Health/Health Sciences, General.",Bachelor's Degree,146,126,272
199643,Shaw University,,3105,"Sports, Kinesiology, and Physical Education/Fitness.",Bachelor's Degree,16,20,36
199643,Shaw University,,4301,Criminal Justice and Corrections.,Bachelor's Degree,20,16,36
199643,Shaw University,,4407,Social Work.,Bachelor's Degree,18,16,34
199643,Shaw University,,901,Communication and Media Studies.,Bachelor's Degree,8,21,29
199643,Shaw University,,4201,"Psychology, General.",Bachelor's Degree,13,14,27
199643,Shaw University,,3101,"Parks, Recreation, and Leisure Studies.",Bachelor's Degree,8,10,18
199643,Shaw University,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,12,3,15
199643,Shaw University,,4511,Sociology.,Bachelor's Degree,7,8,15
199643,Shaw University,,2601,"Biology, General.",Bachelor's Degree,8,5,13
199643,Shaw University,,3000,"Multi-/Interdisciplinary Studies, General.",Bachelor's Degree,4,9,13
199643,Shaw University,,4510,Political Science and Government.,Bachelor's Degree,3,7,10
199643,Shaw University,,1101,"Computer and Information Sciences, General.",Bachelor's Degree,6,3,9
199643,Shaw University,,1107,Computer Science.,Bachelor's Degree,2,6,8
199643,Shaw University,,5009,Music.,Bachelor's Degree,1,3,4
199643,Shaw University,,5203,Accounting and Related Services.,Bachelor's Degree,1,2,3
199643,Shaw University,,3899,"Philosophy and Religious Studies, Other.",Bachelor's Degree,2,NA,2
199643,Shaw University,,5102,Communication Disorders Sciences and Services.,Bachelor's Degree,2,NA,2
199643,Shaw University,,1399,"Education, Other.",Bachelor's Degree,NA,1,1
199643,Shaw University,,4005,Chemistry.,Bachelor's Degree,1,NA,1
199643,Shaw University,,5107,Health and Medical Administrative Services.,Bachelor's Degree,65,54,119
140988,Shorter University,,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,19,28,47
140988,Shorter University,,3105,"Sports, Kinesiology, and Physical Education/Fitness.",Bachelor's Degree,21,21,42
140988,Shorter University,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,16,23,39
140988,Shorter University,,3000,"Multi-/Interdisciplinary Studies, General.",Bachelor's Degree,24,14,38
140988,Shorter University,,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Bachelor's Degree,11,15,26
140988,Shorter University,,4400,"Human Services, General.",Bachelor's Degree,15,10,25
140988,Shorter University,,4201,"Psychology, General.",Bachelor's Degree,11,13,24
140988,Shorter University,,4301,Criminal Justice and Corrections.,Bachelor's Degree,10,12,22
140988,Shorter University,,2601,"Biology, General.",Bachelor's Degree,11,8,19
140988,Shorter University,,901,Communication and Media Studies.,Bachelor's Degree,10,3,13
140988,Shorter University,,3802,Religion/Religious Studies.,Bachelor's Degree,4,8,12
140988,Shorter University,,5009,Music.,Bachelor's Degree,4,8,12
140988,Shorter University,,5203,Accounting and Related Services.,Bachelor's Degree,5,7,12
140988,Shorter University,,1101,"Computer and Information Sciences, General.",Bachelor's Degree,3,6,9
140988,Shorter University,,2602,"Biochemistry, Biophysics and Molecular Biology.",Bachelor's Degree,6,3,9
140988,Shorter University,,1310,Special Education and Teaching.,Bachelor's Degree,5,3,8
140988,Shorter University,,5214,Marketing.,Bachelor's Degree,5,3,8
140988,Shorter University,,2301,"English Language and Literature, General.",Bachelor's Degree,2,3,5
140988,Shorter University,,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,4,1,5
140988,Shorter University,,3018,Natural Sciences.,Bachelor's Degree,1,4,5
140988,Shorter University,,4005,Chemistry.,Bachelor's Degree,2,3,5
140988,Shorter University,,5401,History.,Bachelor's Degree,3,2,5
140988,Shorter University,,5005,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,1,3,4
140988,Shorter University,,2701,Mathematics.,Bachelor's Degree,1,2,3
140988,Shorter University,,3905,Religious Music and Worship.,Bachelor's Degree,1,1,2
140988,Shorter University,,4510,Political Science and Government.,Bachelor's Degree,2,0,2
140988,Shorter University,,5214,Marketing.,Bachelor's Degree,87,79,166
461759,Simmons College of Kentucky,,5009,Music.,Bachelor's Degree,2,3,5
461759,Simmons College of Kentucky,,4511,Sociology.,Bachelor's Degree,4,0,4
461759,Simmons College of Kentucky,,5207,Entrepreneurial and Small Business Operations.,Bachelor's Degree,NA,4,4
461759,Simmons College of Kentucky,,3902,Bible/Biblical Studies.,Bachelor's Degree,NA,3,3
461759,Simmons College of Kentucky,,4599,"Social Sciences, Other.",Bachelor's Degree,NA,3,3
461759,Simmons College of Kentucky,,909,"Public Relations, Advertising, and Applied Communication.",Bachelor's Degree,2,0,2
461759,Simmons College of Kentucky,,3802,Religion/Religious Studies.,Bachelor's Degree,2,0,2
461759,Simmons College of Kentucky,,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,164,143,307
218733,South Carolina State University,,1901,"Family and Consumer Sciences/Human Sciences, General.",Bachelor's Degree,31,28,59
218733,South Carolina State University,,4301,Criminal Justice and Corrections.,Bachelor's Degree,24,20,44
218733,South Carolina State University,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,21,22,43
218733,South Carolina State University,,4201,"Psychology, General.",Bachelor's Degree,20,11,31
218733,South Carolina State University,,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Bachelor's Degree,18,9,27
218733,South Carolina State University,,901,Communication and Media Studies.,Bachelor's Degree,18,8,26
218733,South Carolina State University,,4407,Social Work.,Bachelor's Degree,13,11,24
218733,South Carolina State University,,5102,Communication Disorders Sciences and Services.,Bachelor's Degree,14,10,24
218733,South Carolina State University,,5203,Accounting and Related Services.,Bachelor's Degree,15,6,21
218733,South Carolina State University,,1101,"Computer and Information Sciences, General.",Bachelor's Degree,8,11,19
218733,South Carolina State University,,1508,Mechanical Engineering Related Technologies/Technicians.,Bachelor's Degree,14,4,18
218733,South Carolina State University,,5214,Marketing.,Bachelor's Degree,12,5,17
218733,South Carolina State University,,1423,Nuclear Engineering.,Bachelor's Degree,11,3,14
218733,South Carolina State University,,4510,Political Science and Government.,Bachelor's Degree,10,4,14
218733,South Carolina State University,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,4,8,12
218733,South Carolina State University,,2301,"English Language and Literature, General.",Bachelor's Degree,3,7,10
218733,South Carolina State University,,5010,"Arts, Entertainment, and Media Management.",Bachelor's Degree,3,7,10
218733,South Carolina State University,,1503,Electrical/Electronic Engineering Technologies/Technicians.,Bachelor's Degree,5,4,9
218733,South Carolina State University,,3105,"Sports, Kinesiology, and Physical Education/Fitness.",Bachelor's Degree,5,3,8
218733,South Carolina State University,,1905,"Foods, Nutrition, and Related Services.",Bachelor's Degree,5,2,7
218733,South Carolina State University,,1502,Civil Engineering Technologies/Technicians.,Bachelor's Degree,2,4,6
218733,South Carolina State University,,5005,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,5,1,6
218733,South Carolina State University,,5007,Fine and Studio Arts.,Bachelor's Degree,2,4,6
218733,South Carolina State University,,101,Agricultural Business and Management.,Bachelor's Degree,3,2,5
218733,South Carolina State University,,4005,Chemistry.,Bachelor's Degree,4,1,5
218733,South Carolina State University,,4511,Sociology.,Bachelor's Degree,1,4,5
218733,South Carolina State University,,5401,History.,Bachelor's Degree,1,4,5
218733,South Carolina State University,,5206,Business/Managerial Economics.,Bachelor's Degree,1,3,4
218733,South Carolina State University,,1435,Industrial Engineering.,Bachelor's Degree,2,1,3
218733,South Carolina State University,,1408,Civil Engineering.,Bachelor's Degree,1,1,2
218733,South Carolina State University,,2701,Mathematics.,Bachelor's Degree,1,1,2
218733,South Carolina State University,,1310,Special Education and Teaching.,Bachelor's Degree,0,1,1
218733,South Carolina State University,,1506,Industrial Production Technologies/Technicians.,Bachelor's Degree,1,0,1
218733,South Carolina State University,,4008,Physics.,Bachelor's Degree,1,0,1
218733,South Carolina State University,,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,275,237,512
