UNITID,INSTNM,INST_DISPLAYNM,CIPCODE,CIPDESC,CREDDESC,IPEDSCOUNT1,IPEDSCOUNT2,AWARDSTOTAL
440916,Southern University Law Center,,5203,Accounting and Related Services.,Bachelor's Degree,3,1,4
440916,Southern University Law Center,,5214,Marketing.,Bachelor's Degree,2,2,4
440916,Southern University Law Center,,1410,"Electrical, Electronics, and Communications Engineering.",Bachelor's Degree,1,2,3
440916,Southern University Law Center,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,1,1,2
440916,Southern University Law Center,,1408,Civil Engineering.,Bachelor's Degree,1,1,2
440916,Southern University Law Center,,5102,Communication Disorders Sciences and Services.,Bachelor's Degree,1,1,2
440916,Southern University Law Center,,2301,"English Language and Literature, General.",Bachelor's Degree,0,1,1
440916,Southern University Law Center,,5009,Music.,Bachelor's Degree,0,1,1
440916,Southern University Law Center,,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,110,154,264
141060,Spelman College,,2601,"Biology, General.",Bachelor's Degree,69,34,103
141060,Spelman College,,4510,Political Science and Government.,Bachelor's Degree,50,53,103
141060,Spelman College,,5100,"Health Services/Allied Health/Health Sciences, General.",Bachelor's Degree,44,39,83
141060,Spelman College,,4506,Economics.,Bachelor's Degree,42,34,76
141060,Spelman College,,2301,"English Language and Literature, General.",Bachelor's Degree,35,25,60
141060,Spelman College,,3020,International/Globalization Studies.,Bachelor's Degree,22,25,47
141060,Spelman College,,4511,Sociology.,Bachelor's Degree,19,18,37
141060,Spelman College,,502,"Ethnic, Cultural Minority, Gender, and Group Studies.",Bachelor's Degree,22,13,35
141060,Spelman College,,1101,"Computer and Information Sciences, General.",Bachelor's Degree,19,16,35
141060,Spelman College,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,9,16,25
141060,Spelman College,,2701,Mathematics.,Bachelor's Degree,10,11,21
141060,Spelman College,,4005,Chemistry.,Bachelor's Degree,10,10,20
141060,Spelman College,,2602,"Biochemistry, Biophysics and Molecular Biology.",Bachelor's Degree,6,11,17
141060,Spelman College,,5006,Film/Video and Photographic Arts.,Bachelor's Degree,9,7,16
141060,Spelman College,,5005,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,4,10,14
141060,Spelman College,,5007,Fine and Studio Arts.,Bachelor's Degree,5,7,12
141060,Spelman College,,5401,History.,Bachelor's Degree,7,3,10
141060,Spelman College,,4513,Sociology and Anthropology.,Bachelor's Degree,6,3,9
141060,Spelman College,,1609,"Romance Languages, Literatures, and Linguistics.",Bachelor's Degree,4,4,8
141060,Spelman College,,5003,Dance.,Bachelor's Degree,5,3,8
141060,Spelman College,,3801,Philosophy.,Bachelor's Degree,4,3,7
141060,Spelman College,,301,Natural Resources Conservation and Research.,Bachelor's Degree,4,2,6
141060,Spelman College,,4008,Physics.,Bachelor's Degree,5,1,6
141060,Spelman College,,5009,Music.,Bachelor's Degree,1,5,6
141060,Spelman College,,3099,"Multi/Interdisciplinary Studies, Other.",Bachelor's Degree,1,2,3
141060,Spelman College,,1401,"Engineering, General.",Bachelor's Degree,0,1,1
141060,Spelman College,,3802,Religion/Religious Studies.,Bachelor's Degree,1,0,1
141060,Spelman College,,4400,"Human Services, General.",Bachelor's Degree,0,1,1
141060,Spelman College,,5108,Allied Health and Medical Assisting Services.,Bachelor's Degree,11,19,30
102270,Stillman College,,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Bachelor's Degree,17,12,29
102270,Stillman College,,2601,"Biology, General.",Bachelor's Degree,10,13,23
102270,Stillman College,,4201,"Psychology, General.",Bachelor's Degree,11,12,23
102270,Stillman College,,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,9,7,16
102270,Stillman College,,4301,Criminal Justice and Corrections.,Bachelor's Degree,6,10,16
102270,Stillman College,,1310,Special Education and Teaching.,Bachelor's Degree,5,3,8
102270,Stillman College,,904,Journalism.,Bachelor's Degree,1,6,7
102270,Stillman College,,2301,"English Language and Literature, General.",Bachelor's Degree,3,4,7
102270,Stillman College,,2701,Mathematics.,Bachelor's Degree,4,0,4
102270,Stillman College,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,2,0,2
102270,Stillman College,,5007,Fine and Studio Arts.,Bachelor's Degree,2,0,2
102270,Stillman College,,5009,Music.,Bachelor's Degree,0,2,2
102270,Stillman College,,5401,History.,Bachelor's Degree,2,0,2
102270,Stillman College,,3802,Religion/Religious Studies.,Bachelor's Degree,0,1,1
102270,Stillman College,,3906,Theological and Ministerial Studies.,Bachelor's Degree,0,1,1
102270,Stillman College,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,385,355,740
102298,Talladega College,,4201,"Psychology, General.",Bachelor's Degree,28,23,51
102298,Talladega College,,4511,Sociology.,Bachelor's Degree,16,10,26
102298,Talladega College,,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,NA,21,21
102298,Talladega College,,2601,"Biology, General.",Bachelor's Degree,12,9,21
102298,Talladega College,,4301,Criminal Justice and Corrections.,Bachelor's Degree,16,0,16
102298,Talladega College,,901,Communication and Media Studies.,Bachelor's Degree,8,7,15
102298,Talladega College,,1101,"Computer and Information Sciences, General.",Bachelor's Degree,2,7,9
102298,Talladega College,,4407,Social Work.,Bachelor's Degree,4,5,9
102298,Talladega College,,1107,Computer Science.,Bachelor's Degree,6,0,6
102298,Talladega College,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,NA,6,6
102298,Talladega College,,5009,Music.,Bachelor's Degree,2,4,6
102298,Talladega College,,4005,Chemistry.,Bachelor's Degree,3,2,5
102298,Talladega College,,2301,"English Language and Literature, General.",Bachelor's Degree,1,2,3
102298,Talladega College,,2701,Mathematics.,Bachelor's Degree,1,1,2
102298,Talladega College,,5007,Fine and Studio Arts.,Bachelor's Degree,1,1,2
102298,Talladega College,,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Bachelor's Degree,1,0,1
102298,Talladega College,,4404,Public Administration.,Bachelor's Degree,0,1,1
102298,Talladega College,,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,24,32,56
221838,Tennessee State University,,4201,"Psychology, General.",Bachelor's Degree,65,42,107
221838,Tennessee State University,,2601,"Biology, General.",Bachelor's Degree,60,35,95
221838,Tennessee State University,,901,Communication and Media Studies.,Bachelor's Degree,43,51,94
221838,Tennessee State University,,5199,"Health Professions and Related Clinical Sciences, Other.",Bachelor's Degree,47,42,89
221838,Tennessee State University,,4301,Criminal Justice and Corrections.,Bachelor's Degree,44,42,86
221838,Tennessee State University,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,40,45,85
221838,Tennessee State University,,3105,"Sports, Kinesiology, and Physical Education/Fitness.",Bachelor's Degree,39,26,65
221838,Tennessee State University,,5107,Health and Medical Administrative Services.,Bachelor's Degree,36,26,62
221838,Tennessee State University,,5122,Public Health.,Bachelor's Degree,23,37,60
221838,Tennessee State University,,1107,Computer Science.,Bachelor's Degree,27,28,55
221838,Tennessee State University,,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Bachelor's Degree,24,26,50
221838,Tennessee State University,,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,19,23,42
221838,Tennessee State University,,1904,Family and Consumer Economics and Related Studies.,Bachelor's Degree,21,17,38
221838,Tennessee State University,,4407,Social Work.,Bachelor's Degree,17,18,35
221838,Tennessee State University,,100,"Agriculture, General.",Bachelor's Degree,22,12,34
221838,Tennessee State University,,4510,Political Science and Government.,Bachelor's Degree,20,14,34
221838,Tennessee State University,,5203,Accounting and Related Services.,Bachelor's Degree,14,18,32
221838,Tennessee State University,,1410,"Electrical, Electronics, and Communications Engineering.",Bachelor's Degree,17,13,30
221838,Tennessee State University,,1419,Mechanical Engineering.,Bachelor's Degree,16,13,29
221838,Tennessee State University,,1404,Architectural Engineering.,Bachelor's Degree,13,11,24
221838,Tennessee State University,,1408,Civil Engineering.,Bachelor's Degree,11,13,24
221838,Tennessee State University,,2301,"English Language and Literature, General.",Bachelor's Degree,9,13,22
221838,Tennessee State University,,4005,Chemistry.,Bachelor's Degree,9,13,22
221838,Tennessee State University,,5206,Business/Managerial Economics.,Bachelor's Degree,10,12,22
221838,Tennessee State University,,1508,Mechanical Engineering Related Technologies/Technicians.,Bachelor's Degree,13,6,19
221838,Tennessee State University,,4511,Sociology.,Bachelor's Degree,10,9,19
221838,Tennessee State University,,4512,Urban Studies/Affairs.,Bachelor's Degree,10,8,18
221838,Tennessee State University,,5007,Fine and Studio Arts.,Bachelor's Degree,5,11,16
221838,Tennessee State University,,5009,Music.,Bachelor's Degree,7,6,13
221838,Tennessee State University,,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,4,6,10
221838,Tennessee State University,,2701,Mathematics.,Bachelor's Degree,2,3,5
221838,Tennessee State University,,5401,History.,Bachelor's Degree,3,2,5
221838,Tennessee State University,,5106,Dental Support Services and Allied Professions.,Bachelor's Degree,1,0,1
221838,Tennessee State University,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,203,193,396
228884,Texas College,,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,15,21,36
228884,Texas College,,4301,Criminal Justice and Corrections.,Bachelor's Degree,17,17,34
228884,Texas College,,2601,"Biology, General.",Bachelor's Degree,15,15,30
228884,Texas College,,4407,Social Work.,Bachelor's Degree,12,4,16
228884,Texas College,,4511,Sociology.,Bachelor's Degree,4,5,9
228884,Texas College,,1107,Computer Science.,Bachelor's Degree,2,2,4
228884,Texas College,,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Bachelor's Degree,1,3,4
228884,Texas College,,2701,Mathematics.,Bachelor's Degree,2,1,3
228884,Texas College,,3802,Religion/Religious Studies.,Bachelor's Degree,1,0,1
228884,Texas College,,5009,Music.,Bachelor's Degree,0,1,1
228884,Texas College,,5133,Alternative and Complementary Medicine and Medical Systems.,Bachelor's Degree,7,15,22
229063,Texas Southern University,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,77,66,143
229063,Texas Southern University,,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,75,61,136
229063,Texas Southern University,,4301,Criminal Justice and Corrections.,Bachelor's Degree,62,68,130
229063,Texas Southern University,,4201,"Psychology, General.",Bachelor's Degree,59,55,114
229063,Texas Southern University,,5107,Health and Medical Administrative Services.,Bachelor's Degree,53,45,98
229063,Texas Southern University,,907,"Radio, Television, and Digital Communication.",Bachelor's Degree,46,37,83
229063,Texas Southern University,,3105,"Sports, Kinesiology, and Physical Education/Fitness.",Bachelor's Degree,33,41,74
229063,Texas Southern University,,4407,Social Work.,Bachelor's Degree,35,32,67
229063,Texas Southern University,,5100,"Health Services/Allied Health/Health Sciences, General.",Bachelor's Degree,38,27,65
229063,Texas Southern University,,4510,Political Science and Government.,Bachelor's Degree,29,30,59
229063,Texas Southern University,,5214,Marketing.,Bachelor's Degree,26,31,57
229063,Texas Southern University,,5203,Accounting and Related Services.,Bachelor's Degree,29,25,54
229063,Texas Southern University,,3099,"Multi/Interdisciplinary Studies, Other.",Bachelor's Degree,19,33,52
229063,Texas Southern University,,5208,Finance and Financial Management Services.,Bachelor's Degree,33,19,52
229063,Texas Southern University,,1408,Civil Engineering.,Bachelor's Degree,16,26,42
229063,Texas Southern University,,904,Journalism.,Bachelor's Degree,21,20,41
229063,Texas Southern University,,1410,"Electrical, Electronics, and Communications Engineering.",Bachelor's Degree,21,17,38
229063,Texas Southern University,,1101,"Computer and Information Sciences, General.",Bachelor's Degree,17,20,37
229063,Texas Southern University,,901,Communication and Media Studies.,Bachelor's Degree,15,15,30
229063,Texas Southern University,,4901,Air Transportation.,Bachelor's Degree,11,15,26
229063,Texas Southern University,,5212,Management Information Systems and Services.,Bachelor's Degree,10,13,23
229063,Texas Southern University,,1901,"Family and Consumer Sciences/Human Sciences, General.",Bachelor's Degree,8,14,22
229063,Texas Southern University,,5401,History.,Bachelor's Degree,11,10,21
229063,Texas Southern University,,4005,Chemistry.,Bachelor's Degree,15,5,20
229063,Texas Southern University,,1512,Computer Engineering Technologies/Technicians.,Bachelor's Degree,9,10,19
229063,Texas Southern University,,5009,Music.,Bachelor's Degree,11,8,19
229063,Texas Southern University,,4511,Sociology.,Bachelor's Degree,7,9,16
229063,Texas Southern University,,1506,Industrial Production Technologies/Technicians.,Bachelor's Degree,9,6,15
229063,Texas Southern University,,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",Bachelor's Degree,8,6,14
229063,Texas Southern University,,2301,"English Language and Literature, General.",Bachelor's Degree,6,7,13
229063,Texas Southern University,,2701,Mathematics.,Bachelor's Degree,6,7,13
229063,Texas Southern University,,5110,Clinical/Medical Laboratory Science/Research and Allied Professions.,Bachelor's Degree,6,7,13
229063,Texas Southern University,,4404,Public Administration.,Bachelor's Degree,6,5,11
229063,Texas Southern University,,5005,Drama/Theatre Arts and Stagecraft.,Bachelor's Degree,6,5,11
229063,Texas Southern University,,5007,Fine and Studio Arts.,Bachelor's Degree,7,3,10
229063,Texas Southern University,,5131,Dietetics and Clinical Nutrition Services.,Bachelor's Degree,2,5,7
229063,Texas Southern University,,1503,Electrical/Electronic Engineering Technologies/Technicians.,Bachelor's Degree,4,2,6
229063,Texas Southern University,,5122,Public Health.,Bachelor's Degree,2,3,5
229063,Texas Southern University,,4008,Physics.,Bachelor's Degree,0,4,4
229063,Texas Southern University,,4303,Homeland Security.,Bachelor's Degree,2,2,4
229063,Texas Southern University,,1502,Civil Engineering Technologies/Technicians.,Bachelor's Degree,1,2,3
229063,Texas Southern University,,1301,"Education, General.",Bachelor's Degree,NA,1,1
229063,Texas Southern University,,4400,"Human Services, General.",Bachelor's Degree,NA,1,1
229063,Texas Southern University,,4201,"Psychology, General.",Bachelor's Degree,523,508,1031
176406,Tougaloo College,,4201,"Psychology, General.",Bachelor's Degree,23,8,31
176406,Tougaloo College,,3105,"Sports, Kinesiology, and Physical Education/Fitness.",Bachelor's Degree,11,10,21
176406,Tougaloo College,,4511,Sociology.,Bachelor's Degree,6,13,19
176406,Tougaloo College,,4506,Economics.,Bachelor's Degree,12,5,17
176406,Tougaloo College,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,10,6,16
176406,Tougaloo College,,4510,Political Science and Government.,Bachelor's Degree,9,6,15
176406,Tougaloo College,,2301,"English Language and Literature, General.",Bachelor's Degree,7,0,7
176406,Tougaloo College,,5401,History.,Bachelor's Degree,3,4,7
176406,Tougaloo College,,1107,Computer Science.,Bachelor's Degree,3,3,6
176406,Tougaloo College,,5009,Music.,Bachelor's Degree,2,4,6
176406,Tougaloo College,,4005,Chemistry.,Bachelor's Degree,3,2,5
176406,Tougaloo College,,901,Communication and Media Studies.,Bachelor's Degree,1,3,4
176406,Tougaloo College,,2701,Mathematics.,Bachelor's Degree,2,2,4
176406,Tougaloo College,,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Bachelor's Degree,NA,3,3
176406,Tougaloo College,,1907,"Human Development, Family Studies, and Related Services.",Bachelor's Degree,2,0,2
176406,Tougaloo College,,5007,Fine and Studio Arts.,Bachelor's Degree,1,0,1
176406,Tougaloo College,,4201,"Psychology, General.",Bachelor's Degree,302,273,575
102377,Tuskegee University,,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,62,40,102
102377,Tuskegee University,,2601,"Biology, General.",Bachelor's Degree,37,43,80
102377,Tuskegee University,,1419,Mechanical Engineering.,Bachelor's Degree,40,25,65
102377,Tuskegee University,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,23,31,54
102377,Tuskegee University,,5100,"Health Services/Allied Health/Health Sciences, General.",Bachelor's Degree,20,23,43
102377,Tuskegee University,,4201,"Psychology, General.",Bachelor's Degree,18,20,38
102377,Tuskegee University,,4604,"Building/Construction Finishing, Management, and Inspection.",Bachelor's Degree,16,12,28
102377,Tuskegee University,,1407,Chemical Engineering.,Bachelor's Degree,11,14,25
102377,Tuskegee University,,1402,"Aerospace, Aeronautical, and Astronautical/Space Engineering.",Bachelor's Degree,8,14,22
102377,Tuskegee University,,901,Communication and Media Studies.,Bachelor's Degree,7,14,21
102377,Tuskegee University,,1410,"Electrical, Electronics, and Communications Engineering.",Bachelor's Degree,9,12,21
102377,Tuskegee University,,409,Architectural Sciences and Technology.,Bachelor's Degree,9,10,19
102377,Tuskegee University,,4510,Political Science and Government.,Bachelor's Degree,8,10,18
102377,Tuskegee University,,5208,Finance and Financial Management Services.,Bachelor's Degree,6,10,16
102377,Tuskegee University,,5218,"General Sales, Merchandising and Related Marketing Operations.",Bachelor's Degree,10,5,15
102377,Tuskegee University,,1101,"Computer and Information Sciences, General.",Bachelor's Degree,9,4,13
102377,Tuskegee University,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,6,7,13
102377,Tuskegee University,,1905,"Foods, Nutrition, and Related Services.",Bachelor's Degree,9,4,13
102377,Tuskegee University,,5203,Accounting and Related Services.,Bachelor's Degree,5,8,13
102377,Tuskegee University,,101,Agricultural Business and Management.,Bachelor's Degree,8,4,12
102377,Tuskegee University,,1107,Computer Science.,Bachelor's Degree,7,5,12
102377,Tuskegee University,,2301,"English Language and Literature, General.",Bachelor's Degree,6,4,10
102377,Tuskegee University,,4005,Chemistry.,Bachelor's Degree,4,6,10
102377,Tuskegee University,,301,Natural Resources Conservation and Research.,Bachelor's Degree,5,4,9
102377,Tuskegee University,,4407,Social Work.,Bachelor's Degree,3,6,9
102377,Tuskegee University,,4511,Sociology.,Bachelor's Degree,4,2,6
102377,Tuskegee University,,5401,History.,Bachelor's Degree,1,4,5
102377,Tuskegee University,,2701,Mathematics.,Bachelor's Degree,3,1,4
102377,Tuskegee University,,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Bachelor's Degree,2,1,3
102377,Tuskegee University,,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,NA,2,2
102377,Tuskegee University,,4506,Economics.,Bachelor's Degree,1,1,2
102377,Tuskegee University,,5007,Fine and Studio Arts.,Bachelor's Degree,0,2,2
102377,Tuskegee University,,5009,Music.,Bachelor's Degree,2,0,2
102377,Tuskegee University,,4008,Physics.,Bachelor's Degree,1,0,1
102377,Tuskegee University,,5106,Dental Support Services and Allied Professions.,Bachelor's Degree,21,20,41
106412,University of Arkansas at Pine Bluff,,2601,"Biology, General.",Bachelor's Degree,37,33,70
106412,University of Arkansas at Pine Bluff,,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Bachelor's Degree,38,26,64
106412,University of Arkansas at Pine Bluff,,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,27,31,58
106412,University of Arkansas at Pine Bluff,,4301,Criminal Justice and Corrections.,Bachelor's Degree,22,35,57
106412,University of Arkansas at Pine Bluff,,1506,Industrial Production Technologies/Technicians.,Bachelor's Degree,25,26,51
106412,University of Arkansas at Pine Bluff,,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,18,22,40
106412,University of Arkansas at Pine Bluff,,4407,Social Work.,Bachelor's Degree,15,18,33
106412,University of Arkansas at Pine Bluff,,5123,Rehabilitation and Therapeutic Professions.,Bachelor's Degree,18,11,29
106412,University of Arkansas at Pine Bluff,,4501,"Social Sciences, General.",Bachelor's Degree,11,13,24
106412,University of Arkansas at Pine Bluff,,103,Agricultural Production Operations.,Bachelor's Degree,7,14,21
106412,University of Arkansas at Pine Bluff,,1901,"Family and Consumer Sciences/Human Sciences, General.",Bachelor's Degree,10,11,21
106412,University of Arkansas at Pine Bluff,,1101,"Computer and Information Sciences, General.",Bachelor's Degree,10,9,19
106412,University of Arkansas at Pine Bluff,,4005,Chemistry.,Bachelor's Degree,11,8,19
106412,University of Arkansas at Pine Bluff,,904,Journalism.,Bachelor's Degree,6,10,16
106412,University of Arkansas at Pine Bluff,,5007,Fine and Studio Arts.,Bachelor's Degree,9,7,16
106412,University of Arkansas at Pine Bluff,,4201,"Psychology, General.",Bachelor's Degree,5,10,15
106412,University of Arkansas at Pine Bluff,,5203,Accounting and Related Services.,Bachelor's Degree,7,5,12
106412,University of Arkansas at Pine Bluff,,5009,Music.,Bachelor's Degree,7,4,11
106412,University of Arkansas at Pine Bluff,,2301,"English Language and Literature, General.",Bachelor's Degree,6,4,10
106412,University of Arkansas at Pine Bluff,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,4,5,9
106412,University of Arkansas at Pine Bluff,,302,Environmental/Natural Resources Management and Policy.,Bachelor's Degree,3,3,6
106412,University of Arkansas at Pine Bluff,,1310,Special Education and Teaching.,Bachelor's Degree,2,0,2
106412,University of Arkansas at Pine Bluff,,1403,Agricultural Engineering.,Bachelor's Degree,1,1,2
106412,University of Arkansas at Pine Bluff,,5209,Hospitality Administration/Management.,Bachelor's Degree,NA,2,2
106412,University of Arkansas at Pine Bluff,,2701,Mathematics.,Bachelor's Degree,0,1,1
106412,University of Arkansas at Pine Bluff,,5110,Clinical/Medical Laboratory Science/Research and Allied Professions.,Bachelor's Degree,157,304,461
163338,University of Maryland Eastern Shore,,4301,Criminal Justice and Corrections.,Bachelor's Degree,37,23,60
163338,University of Maryland Eastern Shore,,3105,"Sports, Kinesiology, and Physical Education/Fitness.",Bachelor's Degree,25,19,44
163338,University of Maryland Eastern Shore,,4511,Sociology.,Bachelor's Degree,24,19,43
163338,University of Maryland Eastern Shore,,5209,Hospitality Administration/Management.,Bachelor's Degree,21,22,43
163338,University of Maryland Eastern Shore,,1901,"Family and Consumer Sciences/Human Sciences, General.",Bachelor's Degree,17,11,28
163338,University of Maryland Eastern Shore,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,18,9,27
163338,University of Maryland Eastern Shore,,1101,"Computer and Information Sciences, General.",Bachelor's Degree,9,16,25
163338,University of Maryland Eastern Shore,,1401,"Engineering, General.",Bachelor's Degree,12,11,23
163338,University of Maryland Eastern Shore,,4201,"Psychology, General.",Bachelor's Degree,8,13,21
163338,University of Maryland Eastern Shore,,4901,Air Transportation.,Bachelor's Degree,9,12,21
163338,University of Maryland Eastern Shore,,1599,"Engineering/Engineering-Related Technologies/Technicians, Other.",Bachelor's Degree,11,9,20
163338,University of Maryland Eastern Shore,,3099,"Multi/Interdisciplinary Studies, Other.",Bachelor's Degree,8,12,20
163338,University of Maryland Eastern Shore,,5203,Accounting and Related Services.,Bachelor's Degree,10,7,17
163338,University of Maryland Eastern Shore,,100,"Agriculture, General.",Bachelor's Degree,6,10,16
163338,University of Maryland Eastern Shore,,1502,Civil Engineering Technologies/Technicians.,Bachelor's Degree,6,10,16
163338,University of Maryland Eastern Shore,,2301,"English Language and Literature, General.",Bachelor's Degree,6,9,15
163338,University of Maryland Eastern Shore,,5123,Rehabilitation and Therapeutic Professions.,Bachelor's Degree,9,3,12
163338,University of Maryland Eastern Shore,,1310,Special Education and Teaching.,Bachelor's Degree,5,6,11
163338,University of Maryland Eastern Shore,,5214,Marketing.,Bachelor's Degree,6,5,11
163338,University of Maryland Eastern Shore,,301,Natural Resources Conservation and Research.,Bachelor's Degree,NA,10,10
163338,University of Maryland Eastern Shore,,5004,Design and Applied Arts.,Bachelor's Degree,3,7,10
163338,University of Maryland Eastern Shore,,2602,"Biochemistry, Biophysics and Molecular Biology.",Bachelor's Degree,2,7,9
163338,University of Maryland Eastern Shore,,2613,"Ecology, Evolution, Systematics, and Population Biology.",Bachelor's Degree,6,0,6
163338,University of Maryland Eastern Shore,,4005,Chemistry.,Bachelor's Degree,2,2,4
163338,University of Maryland Eastern Shore,,5009,Music.,Bachelor's Degree,3,1,4
163338,University of Maryland Eastern Shore,,5208,Finance and Financial Management Services.,Bachelor's Degree,1,3,4
163338,University of Maryland Eastern Shore,,5401,History.,Bachelor's Degree,2,2,4
163338,University of Maryland Eastern Shore,,101,Agricultural Business and Management.,Bachelor's Degree,0,2,2
163338,University of Maryland Eastern Shore,,2701,Mathematics.,Bachelor's Degree,2,0,2
163338,University of Maryland Eastern Shore,,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Bachelor's Degree,1,0,1
163338,University of Maryland Eastern Shore,,1104,Information Science/Studies.,Bachelor's Degree,1940,2001,3941
131399,University of the District of Columbia,,2601,"Biology, General.",Bachelor's Degree,30,21,51
131399,University of the District of Columbia,,1107,Computer Science.,Bachelor's Degree,31,19,50
131399,University of the District of Columbia,,4510,Political Science and Government.,Bachelor's Degree,30,19,49
131399,University of the District of Columbia,,1907,"Human Development, Family Studies, and Related Services.",Bachelor's Degree,16,20,36
131399,University of the District of Columbia,,4201,"Psychology, General.",Bachelor's Degree,15,19,34
131399,University of the District of Columbia,,5203,Accounting and Related Services.,Bachelor's Degree,19,15,34
131399,University of the District of Columbia,,5208,Finance and Financial Management Services.,Bachelor's Degree,20,14,34
131399,University of the District of Columbia,,1419,Mechanical Engineering.,Bachelor's Degree,13,20,33
131399,University of the District of Columbia,,2200,Non-Professional Legal Studies.,Bachelor's Degree,12,18,30
131399,University of the District of Columbia,,1101,"Computer and Information Sciences, General.",Bachelor's Degree,14,12,26
131399,University of the District of Columbia,,402,Architecture.,Bachelor's Degree,13,12,25
131399,University of the District of Columbia,,4407,Social Work.,Bachelor's Degree,12,12,24
131399,University of the District of Columbia,,5007,Fine and Studio Arts.,Bachelor's Degree,12,12,24
131399,University of the District of Columbia,,1408,Civil Engineering.,Bachelor's Degree,15,6,21
131399,University of the District of Columbia,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,12,8,20
131399,University of the District of Columbia,,3019,Nutrition Sciences.,Bachelor's Degree,10,9,19
131399,University of the District of Columbia,,4512,Urban Studies/Affairs.,Bachelor's Degree,10,9,19
131399,University of the District of Columbia,,907,"Radio, Television, and Digital Communication.",Bachelor's Degree,6,9,15
131399,University of the District of Columbia,,1503,Electrical/Electronic Engineering Technologies/Technicians.,Bachelor's Degree,3,11,14
131399,University of the District of Columbia,,2301,"English Language and Literature, General.",Bachelor's Degree,10,2,12
131399,University of the District of Columbia,,5009,Music.,Bachelor's Degree,7,5,12
131399,University of the District of Columbia,,5132,"Health Professions Education, Ethics, and Humanities.",Bachelor's Degree,4,7,11
131399,University of the District of Columbia,,5122,Public Health.,Bachelor's Degree,6,4,10
131399,University of the District of Columbia,,1405,Biomedical/Medical Engineering.,Bachelor's Degree,1,6,7
131399,University of the District of Columbia,,1310,Special Education and Teaching.,Bachelor's Degree,4,2,6
131399,University of the District of Columbia,,2701,Mathematics.,Bachelor's Degree,2,2,4
131399,University of the District of Columbia,,4005,Chemistry.,Bachelor's Degree,3,1,4
131399,University of the District of Columbia,,5209,Hospitality Administration/Management.,Bachelor's Degree,2,0,2
131399,University of the District of Columbia,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,152,171,323
243665,University of the Virgin Islands,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,31,27,58
243665,University of the Virgin Islands,,2601,"Biology, General.",Bachelor's Degree,20,18,38
243665,University of the Virgin Islands,,4201,"Psychology, General.",Bachelor's Degree,17,12,29
243665,University of the Virgin Islands,,5203,Accounting and Related Services.,Bachelor's Degree,14,15,29
243665,University of the Virgin Islands,,4301,Criminal Justice and Corrections.,Bachelor's Degree,9,15,24
243665,University of the Virgin Islands,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,8,10,18
243665,University of the Virgin Islands,,5209,Hospitality Administration/Management.,Bachelor's Degree,3,12,15
